Seq#,ID#,Florence,Gender,M,R,F,FirstPurch,ChildBks,YouthBks,CookBks,DoItYBks,RefBks,ArtBks,GeogBks,ItalCook,ItalAtlas,ItalArt,Related Purchase
1978,16387,0,1,221,10,2,16,0,0,1,0,0,2,0,0,0,0,2
1979,16390,0,1,165,12,10,66,2,0,2,2,0,0,0,0,0,0,0
1980,16406,0,1,287,20,2,26,2,0,0,0,0,0,0,0,0,0,0
1981,16424,0,1,243,14,11,46,1,1,2,0,2,0,0,0,0,1,1
1982,16439,0,0,247,6,2,8,0,0,0,0,0,2,0,0,0,0,2
1983,16440,0,1,104,14,2,16,1,0,0,0,0,0,0,0,0,0,0
1984,16452,0,1,196,16,1,16,0,1,0,0,0,0,0,0,0,0,0
1985,16456,0,1,245,16,1,16,0,0,0,0,0,0,0,0,0,0,0
1986,16461,0,0,96,8,2,12,0,0,0,0,0,0,0,0,0,0,0
1987,16476,0,1,68,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1988,16478,0,1,198,14,2,22,0,0,0,0,1,0,0,0,0,0,0
1989,16479,0,1,207,10,1,10,0,0,0,0,0,1,0,0,0,0,1
1990,16491,0,1,121,36,2,42,0,1,0,0,0,1,0,0,0,0,1
1991,16496,0,1,93,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1992,16507,0,0,44,10,1,10,0,0,0,0,0,1,0,0,0,0,1
1993,16511,0,1,159,2,3,18,0,1,0,0,0,0,0,0,0,0,0
1994,16520,0,1,298,12,9,44,1,1,1,0,1,1,0,1,0,0,2
1995,16523,0,0,59,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1996,16537,0,0,46,12,1,12,0,0,0,0,0,0,0,1,0,0,1
1997,16546,0,1,166,12,2,20,0,0,0,1,0,0,1,1,0,0,2
1998,16548,0,1,328,4,5,18,0,0,1,0,0,0,1,0,0,0,1
1999,16557,0,1,297,10,8,44,2,0,1,0,0,0,0,0,0,0,0
2000,16576,0,0,263,10,1,10,0,0,0,0,0,0,1,0,0,0,1
2001,16586,0,0,291,6,1,6,0,0,0,0,0,0,1,0,0,0,1
2002,16603,0,0,195,12,1,12,0,0,0,0,0,0,1,1,0,0,2
2003,16612,0,1,142,10,2,16,0,1,0,0,0,0,0,0,0,0,0
2004,16619,0,1,64,10,1,10,0,0,0,0,0,0,0,0,0,0,0
2005,16623,0,1,23,18,1,18,0,0,0,0,0,0,0,0,0,0,0
2006,16629,1,1,20,12,1,12,0,0,0,0,0,0,0,1,0,0,1
2007,16633,0,1,55,14,2,20,0,0,0,1,0,0,0,0,0,0,0
2008,16647,0,1,109,12,2,16,1,0,0,0,0,0,0,1,0,0,1
2009,16650,0,0,94,12,2,18,1,0,0,0,0,1,0,1,0,0,2
2010,16670,0,0,343,10,12,66,2,2,1,1,2,0,2,0,2,0,4
2011,16672,0,1,289,16,1,16,0,0,0,0,0,0,0,0,0,0,0
2012,16683,0,1,121,6,2,12,0,0,0,0,0,0,0,0,0,0,0
2013,16688,0,0,176,6,10,36,2,1,3,1,0,0,1,0,0,0,1
2014,16690,1,1,174,10,1,10,0,0,0,0,0,0,1,0,0,0,1
2015,16691,1,1,132,16,1,16,0,0,0,1,0,0,0,0,0,0,0
2016,16692,0,1,99,8,1,8,0,0,0,0,0,0,0,0,0,0,0
2017,16695,0,1,264,16,6,38,2,1,2,0,0,0,0,0,1,0,1
2018,16696,0,0,166,2,4,24,0,0,0,0,0,1,1,0,0,0,2
2019,16702,0,1,278,12,3,24,0,0,1,1,0,0,0,1,0,0,1
2020,16704,0,1,63,2,2,10,0,0,0,0,0,0,0,0,0,0,0
2021,16708,0,1,61,16,2,20,1,0,0,0,0,1,1,0,0,0,2
2022,16712,1,1,226,20,10,80,2,1,5,0,1,0,0,0,0,0,0
2023,16713,0,0,326,8,2,14,0,1,0,0,0,0,1,0,0,0,1
2024,16716,0,1,239,10,9,46,1,1,0,1,0,0,2,0,0,0,2
2025,16747,0,1,383,12,7,42,1,1,3,0,0,0,1,1,0,0,2
2026,16768,1,1,256,10,12,62,2,1,1,0,2,0,1,0,2,0,3
2027,16773,0,1,299,14,2,18,1,0,0,0,0,0,0,0,0,0,0
2028,16776,0,1,308,24,1,24,0,0,1,0,0,0,0,0,0,0,0
2029,16789,0,0,192,10,11,72,4,1,1,1,0,0,0,0,0,0,0
2030,16801,0,1,20,30,1,30,0,0,0,1,0,0,0,1,0,1,2
2031,16805,1,1,216,16,6,48,2,0,1,1,0,0,0,0,0,0,0
2032,16817,0,0,273,4,2,6,0,0,0,0,0,0,0,0,0,0,0
2033,16820,0,1,18,16,1,16,0,0,0,0,0,0,0,0,0,0,0
2034,16821,0,0,259,16,2,20,0,1,0,1,0,0,1,0,0,0,1
2035,16833,0,1,228,20,5,46,0,2,3,0,0,0,0,0,0,0,0
2036,16844,0,1,181,8,10,62,1,1,3,0,0,1,0,0,0,0,1
2037,16846,0,1,417,14,12,74,4,1,3,1,1,0,2,0,2,0,4
2038,16850,0,1,229,4,8,22,0,1,1,1,0,0,0,0,0,0,0
2039,16871,0,1,88,32,1,32,0,0,0,0,0,0,0,0,0,0,0
2040,16886,0,1,188,12,2,14,0,0,1,0,0,0,1,0,0,0,1
2041,16887,1,0,344,24,10,80,1,1,2,0,2,0,0,0,0,0,0
2042,16899,0,0,140,16,2,18,0,0,1,0,1,0,0,0,0,0,0
2043,16901,0,1,248,6,7,46,0,1,2,0,1,0,0,0,0,0,0
2044,16902,0,1,279,14,1,14,0,1,0,0,0,0,0,0,0,0,0
2045,16910,0,1,238,34,2,42,2,0,0,0,0,0,0,2,0,0,2
2046,16911,0,1,88,10,5,26,1,0,2,0,0,0,0,0,0,0,0
2047,16914,0,0,263,6,2,8,0,0,0,0,0,0,1,0,0,0,1
2048,16920,0,1,277,6,10,56,2,0,1,1,1,0,0,0,0,0,0
2049,16937,0,1,75,12,1,12,0,0,0,0,0,0,0,0,0,0,0
2050,16950,0,1,323,14,10,50,1,1,3,2,1,0,3,0,0,0,3
2051,16955,0,0,278,12,1,12,0,0,0,0,0,0,0,0,0,0,0
2052,16969,0,1,25,16,1,16,0,0,0,0,0,0,0,0,0,0,0
2053,16977,0,1,77,16,4,28,0,0,0,1,2,0,0,0,0,0,0
2054,16988,1,0,179,8,2,10,0,0,0,0,0,0,0,0,0,0,0
2055,16994,0,1,243,30,2,34,1,0,0,0,0,0,0,0,0,0,0
2056,17015,0,1,226,10,12,52,1,1,4,0,2,0,0,0,0,0,0
2057,17017,0,1,320,10,2,16,0,1,0,0,0,0,0,0,0,0,0
2058,17035,0,1,290,10,2,16,0,0,0,1,0,0,0,0,0,0,0
2059,17036,0,1,134,12,2,14,1,0,0,0,0,0,0,0,0,0,0
2060,17054,0,1,233,12,3,24,1,0,0,1,0,0,0,0,0,1,1
2061,17074,0,1,127,14,1,14,1,0,0,0,0,0,0,0,0,0,0
2062,17075,0,0,272,30,2,36,0,0,1,0,0,0,0,0,0,0,0
2063,17081,0,1,314,18,11,72,4,0,4,2,0,0,0,0,0,0,0
2064,17083,0,1,62,10,1,10,0,0,0,0,0,0,0,0,0,0,0
2065,17093,0,0,119,10,7,34,1,1,2,0,1,2,0,0,0,0,2
2066,17108,0,1,97,14,1,14,0,0,0,0,0,0,1,0,0,0,1
2067,17118,1,1,235,16,2,24,1,0,0,1,0,0,1,0,0,1,2
2068,17121,0,1,45,6,2,12,0,0,0,0,0,0,0,0,0,0,0
2069,17123,1,1,330,12,10,58,2,0,2,2,0,0,0,0,0,0,0
2070,17132,0,0,155,2,3,8,0,0,0,0,0,0,0,0,0,0,0
2071,17142,0,1,316,14,4,36,0,1,2,0,0,0,1,0,0,0,1
2072,17159,1,0,412,2,10,34,2,2,0,1,0,0,1,0,0,0,1
2073,17162,0,1,217,14,1,14,0,0,1,0,0,0,1,0,0,0,1
2074,17165,0,1,88,22,1,22,1,0,0,0,0,0,0,0,0,0,0
2075,17173,0,1,250,22,6,48,0,0,2,0,1,0,0,0,0,0,0
2076,17186,0,1,324,4,2,6,0,0,0,0,0,0,0,0,0,0,0
2077,17188,0,0,52,24,2,28,1,0,1,0,0,0,0,0,0,0,0
2078,17195,0,0,30,12,2,16,0,0,1,0,0,0,0,0,0,0,0
2079,17200,0,0,366,32,10,88,4,1,2,1,0,0,1,0,0,1,2
2080,17203,0,1,308,12,2,14,0,0,0,0,0,0,0,0,0,0,0
2081,17206,0,0,299,14,1,14,0,0,1,0,0,0,0,0,0,0,0
2082,17210,0,1,93,16,2,20,0,0,0,2,0,0,0,0,0,0,0
2083,17217,0,1,303,12,2,18,1,0,0,0,0,0,0,0,0,0,0
2084,17227,0,0,369,16,9,60,3,0,2,1,1,0,1,0,0,0,1
2085,17235,0,1,186,12,12,62,5,1,1,2,1,2,0,0,0,0,2
2086,17254,0,1,186,20,1,20,0,0,1,0,0,0,0,0,0,0,0
2087,17269,0,1,60,14,1,14,0,1,0,0,0,0,0,0,0,0,0
2088,17271,0,1,69,14,1,14,0,0,1,0,0,0,0,0,0,0,0
2089,17281,1,1,418,10,8,36,2,1,0,2,0,0,0,0,0,0,0
2090,17285,0,1,146,6,5,30,0,0,2,0,0,0,0,0,0,0,0
2091,17294,0,1,160,10,2,12,0,0,0,0,0,0,1,0,0,0,1
2092,17297,1,0,217,8,11,38,2,1,1,0,2,1,1,0,0,0,2
2093,17302,1,1,101,32,1,32,1,0,0,0,0,3,0,0,0,0,3
2094,17309,0,1,280,26,3,42,0,0,0,0,0,0,0,0,0,0,0
2095,17310,0,1,185,16,3,26,0,0,1,0,2,0,0,0,0,0,0
2096,17311,0,1,243,10,1,10,0,0,0,0,0,0,0,0,0,0,0
2097,17319,1,1,437,2,11,42,2,0,1,0,0,0,1,0,0,0,1
2098,17322,0,1,126,12,1,12,0,0,0,0,0,0,0,0,0,0,0
2099,17331,0,0,279,16,8,42,3,0,3,0,2,0,0,0,0,0,0
2100,17334,0,0,231,16,7,56,0,2,1,1,1,0,2,0,0,0,2
2101,17340,1,1,225,14,9,66,2,2,2,2,1,0,0,0,0,0,0
2102,17353,0,1,256,14,10,44,0,1,2,1,3,0,1,0,0,0,1
2103,17366,0,0,209,10,4,22,0,0,2,1,0,0,0,0,0,0,0
2104,17375,0,0,225,28,2,34,0,1,1,0,0,0,0,0,0,0,0
2105,17387,0,1,219,10,12,62,1,1,3,2,0,0,1,0,0,0,1
2106,17398,0,0,263,6,3,18,0,0,1,0,0,1,1,0,0,0,2
2107,17399,0,1,311,24,2,26,0,0,2,0,0,0,1,0,0,0,1
2108,17410,0,0,311,36,1,36,0,0,0,0,0,1,1,0,0,0,2
2109,17415,0,1,244,4,1,4,0,0,0,0,0,2,0,0,0,0,2
2110,17419,0,0,202,10,4,26,1,0,0,1,0,2,0,0,0,0,2
2111,17429,0,1,88,10,2,16,0,0,1,0,0,1,0,0,0,0,1
2112,17434,1,1,241,2,12,42,2,0,1,2,1,0,0,0,0,0,0
2113,17436,1,0,189,20,1,20,0,0,0,0,0,0,1,0,0,0,1
2114,17458,0,1,236,14,1,14,1,0,0,0,0,0,0,0,0,0,0
2115,17459,0,0,249,16,1,16,1,0,0,0,0,0,1,1,0,0,2
2116,17464,0,0,189,14,1,14,0,0,1,0,0,0,1,0,0,0,1
2117,17470,0,1,140,12,2,18,1,0,0,0,0,0,0,0,0,0,0
2118,17489,0,1,212,10,6,22,1,0,0,0,2,0,1,0,0,0,1
2119,17491,0,1,228,8,1,8,0,0,0,0,0,0,0,0,0,0,0
2120,17496,0,0,389,16,9,60,0,1,5,1,1,0,2,0,0,0,2
2121,17519,1,0,89,6,1,6,0,0,0,0,0,0,0,0,0,0,0
2122,17521,0,1,438,10,11,46,2,4,1,0,1,0,0,0,0,0,0
2123,17536,1,1,89,16,1,16,0,0,0,0,1,1,0,0,0,0,1
2124,17541,0,1,216,12,1,12,0,0,0,0,0,1,0,0,0,0,1
2125,17556,0,1,153,8,7,26,0,1,2,0,1,2,0,0,0,0,2
2126,17559,0,1,49,4,1,4,0,0,0,0,0,1,0,1,0,0,2
2127,17569,0,1,174,16,2,22,0,0,1,0,0,0,1,0,0,0,1
2128,17579,0,1,134,34,7,68,0,2,1,0,3,2,0,2,0,0,4
2129,17581,0,1,155,8,10,42,0,0,4,1,1,0,0,0,2,0,2
2130,17588,0,1,132,12,1,12,0,0,0,0,0,0,0,0,0,0,0
2131,17601,0,1,106,26,1,26,0,1,0,0,0,1,1,0,0,0,2
2132,17609,0,1,101,16,1,16,0,0,1,0,0,0,0,0,0,0,0
2133,17633,0,1,133,34,2,38,0,0,1,0,0,0,0,2,0,0,2
2134,17634,0,1,199,32,2,34,0,2,0,0,0,0,1,0,0,0,1
2135,17658,0,1,295,12,2,14,0,1,0,0,0,0,2,0,0,0,2
2136,17660,0,1,325,14,11,74,5,0,2,2,0,0,0,0,0,0,0
2137,17661,0,1,91,8,2,16,0,0,0,1,0,0,0,0,0,0,0
2138,17675,0,0,276,8,1,8,0,0,0,0,0,0,0,0,0,0,0
2139,17676,0,0,232,14,2,18,1,0,0,0,1,0,1,0,0,0,1
2140,17683,0,1,349,16,11,50,3,1,1,1,0,0,1,1,0,0,2
2141,17698,0,0,465,6,12,74,0,3,2,3,1,0,1,0,0,0,1
2142,17725,0,0,305,10,1,10,0,0,0,0,0,0,0,0,0,0,0
2143,17726,0,0,319,10,2,12,0,0,0,0,0,0,1,0,0,0,1
2144,17729,0,0,331,8,3,22,0,0,0,0,1,0,0,0,0,0,0
2145,17730,0,1,235,14,1,14,0,0,0,0,0,0,1,0,0,0,1
2146,17734,0,1,114,16,2,18,1,0,1,0,0,3,0,1,0,0,4
2147,17739,0,0,153,2,2,6,0,0,0,0,0,0,0,0,0,0,0
2148,17740,0,1,132,34,1,34,1,0,0,0,0,0,0,0,0,0,0
2149,17745,0,1,199,12,6,38,0,0,1,1,1,0,1,0,0,0,1
2150,17746,0,1,252,16,1,16,0,0,0,0,1,0,0,0,0,0,0
2151,17758,0,1,318,2,2,6,0,0,0,0,0,0,0,0,0,0,0
2152,17766,0,1,61,16,2,22,0,0,0,1,0,0,1,0,0,0,1
2153,17768,0,1,409,12,10,68,3,0,2,0,2,0,0,0,0,0,0
2154,17770,0,0,298,12,1,12,0,0,0,0,0,0,1,0,0,0,1
2155,17771,1,1,49,4,1,4,0,0,0,0,0,2,0,0,0,0,2
2156,17777,0,1,311,30,2,34,1,0,0,1,0,2,1,0,0,0,3
2157,17791,0,1,296,14,7,38,0,0,2,1,1,0,0,0,1,0,1
2158,17813,0,1,457,10,12,36,3,0,4,0,0,0,4,0,0,0,4
2159,17832,0,1,112,6,2,12,0,0,0,0,0,0,0,1,0,0,1
2160,17849,0,0,378,12,11,44,1,1,2,2,2,0,0,0,0,0,0
2161,17850,0,1,237,16,10,70,0,2,2,1,2,0,0,0,0,0,0
2162,17856,0,1,70,16,1,16,0,0,1,0,0,1,0,0,0,0,1
2163,17858,0,0,303,22,8,54,3,0,0,0,1,0,0,0,0,1,1
2164,17884,0,0,136,10,2,14,0,0,0,0,0,0,0,0,0,0,0
2165,17894,0,1,191,4,2,6,0,0,0,0,0,0,0,0,0,0,0
2166,17895,0,1,305,10,3,16,0,0,0,1,0,0,0,0,0,0,0
2167,17899,0,1,92,20,4,32,1,0,1,0,1,0,0,0,0,0,0
2168,17918,0,0,191,14,2,16,1,1,0,0,0,0,0,1,0,0,1
2169,17922,0,0,432,16,10,64,1,1,2,1,0,0,0,0,0,0,0
2170,17932,0,0,329,2,8,42,3,0,1,1,0,0,0,0,0,0,0
2171,17935,0,1,188,14,1,14,0,0,1,0,0,0,1,0,0,0,1
2172,17936,0,1,281,12,2,14,1,0,0,0,0,0,1,1,0,0,2
2173,17942,0,1,392,16,10,66,4,0,1,1,3,0,0,0,0,0,0
2174,17946,0,1,105,12,2,14,1,0,0,0,0,0,0,1,0,0,1
2175,17956,1,1,273,16,1,16,0,0,0,0,1,1,0,0,0,0,1
2176,17958,0,0,451,14,11,46,2,1,4,2,0,0,3,0,0,1,4
2177,17959,1,1,266,14,1,14,0,0,1,0,0,0,0,0,0,0,0
2178,17980,0,0,319,16,7,56,3,0,1,0,0,0,1,0,1,0,2
2179,17981,0,1,152,4,10,30,1,1,1,1,0,0,0,0,0,0,0
2180,17982,0,1,63,32,1,32,1,0,0,0,0,0,0,0,0,0,0
2181,18008,0,0,403,14,8,60,4,0,2,1,1,0,0,0,0,0,0
2182,18009,0,1,46,6,2,14,1,0,0,0,0,0,0,0,0,0,0
2183,18036,0,1,291,2,3,18,0,0,1,0,0,0,0,0,0,0,0
2184,18039,0,1,71,34,2,40,1,0,0,1,0,0,0,0,0,0,0
2185,18040,0,1,303,10,11,58,2,1,2,1,0,2,0,0,0,0,2
2186,18064,0,1,442,14,10,40,0,3,3,1,0,0,1,0,0,0,1
2187,18077,0,0,44,22,2,26,1,0,0,1,0,0,0,0,0,0,0
2188,18079,0,1,67,4,3,10,0,0,0,0,0,0,0,0,0,0,0
2189,18080,0,1,195,6,2,10,0,0,0,0,0,0,0,0,0,0,0
2190,18083,0,0,151,34,10,66,1,1,3,0,1,0,0,0,0,0,0
2191,18087,0,0,251,14,1,14,0,0,0,0,0,0,0,0,0,0,0
2192,18103,0,0,263,14,3,24,1,0,1,1,0,0,0,0,0,0,0
2193,18108,0,1,291,8,1,8,0,0,0,0,0,0,0,0,0,0,0
2194,18112,0,1,181,8,2,14,0,1,0,0,0,0,0,0,0,0,0
2195,18114,0,1,126,8,3,18,0,0,1,0,0,0,1,0,0,0,1
2196,18115,0,1,116,12,1,12,0,0,0,0,0,0,0,0,0,0,0
2197,18123,0,1,150,30,1,30,0,0,1,0,0,1,0,0,0,0,1
2198,18132,0,1,265,14,1,14,0,0,0,0,0,1,0,0,0,0,1
2199,18153,0,1,298,12,3,20,0,0,0,0,1,0,1,0,0,0,1
2200,18156,0,0,212,10,1,10,0,0,0,0,0,0,1,0,0,0,1
2201,18157,0,1,284,22,2,28,1,0,1,0,0,0,0,0,0,0,0
2202,18168,0,1,200,4,2,12,0,0,0,0,0,0,0,0,0,0,0
2203,18174,0,1,257,16,8,46,2,0,2,2,0,0,0,0,0,1,1
2204,18175,0,1,105,4,2,12,0,0,0,0,0,0,0,0,0,0,0
2205,18197,0,0,274,2,1,2,0,0,0,0,0,0,0,0,0,0,0
2206,18206,0,0,190,6,2,14,0,0,1,0,0,0,1,0,0,0,1
2207,18208,0,1,222,18,2,24,0,0,0,0,0,1,1,0,0,0,2
2208,18215,0,1,358,6,7,40,2,1,1,0,0,1,3,0,1,0,5
2209,18247,0,1,134,16,1,16,0,0,0,0,0,0,0,1,0,0,1
2210,18257,0,1,300,12,2,14,0,0,0,0,0,0,0,0,0,0,0
2211,18259,0,1,269,8,2,10,0,0,0,0,0,0,2,0,0,0,2
2212,18269,0,1,131,2,4,16,0,0,1,0,0,0,0,0,0,0,0
2213,18272,0,0,48,14,1,14,0,0,0,0,0,0,0,0,0,0,0
2214,18278,1,1,136,10,2,16,1,0,0,0,0,0,0,0,0,0,0
2215,18280,0,1,366,8,12,48,2,1,0,2,0,0,1,0,1,0,2
2216,18287,0,1,388,8,11,32,1,1,1,2,0,0,2,0,0,0,2
2217,18291,0,1,224,2,2,10,0,0,0,0,0,0,2,0,0,0,2
2218,18297,0,0,133,34,1,34,0,0,1,0,0,0,0,0,0,0,0
2219,18303,0,1,271,2,2,4,0,0,0,0,0,0,0,0,0,0,0
2220,18306,0,0,190,8,2,14,1,0,0,0,0,0,1,0,0,0,1
2221,18324,0,0,181,16,2,18,0,1,0,0,0,0,0,0,0,0,0
2222,18327,0,1,243,6,1,6,0,0,0,0,0,1,0,0,0,0,1
2223,18332,0,1,57,2,3,14,0,0,0,0,1,1,0,2,0,0,3
2224,18340,0,0,299,4,1,4,0,0,0,0,0,0,0,0,0,0,0
2225,18351,0,1,343,14,3,24,0,0,0,1,1,1,0,0,0,0,1
2226,18359,0,0,203,2,1,2,0,0,0,0,0,2,0,0,0,0,2
2227,18360,0,1,232,14,5,28,2,0,1,0,0,0,0,0,0,0,0
2228,18361,0,1,166,16,9,44,3,0,3,1,0,0,1,0,0,0,1
2229,18365,0,1,170,14,2,22,1,1,0,0,0,0,1,0,0,0,1
2230,18386,0,1,142,16,3,30,0,0,1,2,0,0,0,0,0,0,0
2231,18399,0,0,258,30,2,36,1,0,1,0,0,0,2,0,0,0,2
2232,18401,0,1,153,4,1,4,0,0,0,0,0,1,0,0,0,0,1
2233,18405,0,1,194,12,1,12,0,0,0,0,0,0,0,0,0,0,0
2234,18411,0,0,135,10,2,14,0,0,0,0,1,0,1,0,0,0,1
2235,18416,1,1,274,2,2,8,0,0,0,0,0,1,0,0,0,0,1
2236,18418,0,1,273,16,12,84,1,2,7,0,0,1,0,0,0,0,1
2237,18425,0,1,205,12,1,12,0,0,0,0,0,1,0,0,0,0,1
2238,18428,0,1,135,6,9,34,0,1,4,1,0,1,1,0,0,0,2
2239,18437,0,1,325,14,2,20,0,0,1,0,0,0,0,0,0,0,0
2240,18447,0,1,119,32,2,36,1,0,1,0,0,0,0,0,0,0,0
2241,18451,0,1,288,26,2,32,0,2,0,0,0,0,0,0,0,0,0
2242,18456,0,1,279,8,2,14,1,0,0,0,0,2,0,0,0,0,2
2243,18458,0,1,120,6,1,6,0,0,0,0,0,0,1,1,0,0,2
2244,18466,0,1,51,10,1,10,0,0,0,0,0,0,0,0,0,0,0
2245,18489,0,1,274,10,1,10,0,0,0,0,0,0,0,0,0,0,0
2246,18493,0,1,421,12,10,66,1,1,4,1,1,0,2,0,0,0,2
2247,18507,1,1,183,14,2,22,0,0,0,1,0,0,0,0,0,0,0
2248,18508,0,1,347,4,7,40,1,1,2,1,0,0,0,0,1,0,1
2249,18512,0,1,179,20,5,38,2,1,2,0,0,0,0,0,0,0,0
2250,18519,0,1,309,14,8,30,3,0,2,1,1,0,0,1,0,0,1
2251,18526,0,1,26,12,1,12,0,0,0,0,0,0,0,0,0,0,0
2252,18528,0,1,417,16,12,52,6,1,1,1,0,0,2,0,0,0,2
2253,18535,0,0,230,14,1,14,1,0,0,0,0,0,0,0,0,0,0
2254,18539,0,1,363,14,5,38,0,0,2,0,1,0,2,0,0,0,2
2255,18546,0,1,326,20,2,24,0,0,1,0,0,0,1,0,0,0,1
2256,18562,0,1,249,4,2,10,0,0,0,0,0,2,1,0,0,0,3
2257,18577,0,0,293,34,2,38,0,1,1,0,0,0,0,0,0,0,0
2258,18593,0,1,237,2,1,2,0,0,0,0,0,2,0,0,0,0,2
2259,18596,0,0,143,16,1,16,1,0,0,0,0,0,0,0,0,0,0
2260,18600,0,0,176,12,1,12,0,0,0,0,0,0,1,0,0,0,1
2261,18601,0,0,392,2,9,32,2,0,1,0,0,0,0,0,0,0,0
2262,18603,1,1,227,14,2,20,1,0,1,0,0,1,0,0,0,0,1
2263,18621,1,0,105,10,1,10,0,0,0,0,0,1,0,1,0,0,2
2264,18622,0,1,215,12,1,12,0,0,0,0,0,1,0,0,0,0,1
2265,18623,1,1,228,12,5,34,1,0,0,0,1,1,0,0,0,0,1
2266,18630,1,1,155,16,1,16,1,0,0,0,0,0,0,0,0,0,0
2267,18631,0,1,408,16,9,52,3,1,0,3,0,0,1,0,0,0,1
2268,18644,0,1,27,30,1,30,0,0,0,1,0,0,0,0,0,0,0
2269,18647,0,1,201,32,2,36,0,1,1,0,0,0,0,0,0,0,0
2270,18652,1,1,215,4,1,4,0,0,0,0,0,0,0,0,0,0,0
2271,18658,0,1,147,10,8,32,2,0,2,0,0,0,0,0,0,0,0
2272,18659,0,1,178,8,4,22,1,1,0,0,0,0,0,0,0,0,0
2273,18660,1,1,298,32,2,34,0,1,0,0,0,0,1,0,0,0,1
2274,18665,1,1,256,10,4,18,0,0,0,0,0,0,0,0,0,0,0
2275,18672,0,0,294,18,1,18,1,0,0,0,0,0,0,0,0,0,0
2276,18673,0,0,298,6,3,20,1,0,0,0,0,0,1,0,0,0,1
2277,18679,0,1,347,24,12,84,3,2,2,1,1,0,0,0,0,0,0
2278,18680,0,0,158,2,2,8,0,0,0,0,0,0,0,0,0,0,0
2279,18681,0,1,31,10,1,10,0,0,0,0,0,0,0,0,0,0,0
2280,18691,0,1,311,30,12,66,2,0,3,0,2,0,1,0,0,0,1
2281,18701,0,0,419,14,8,56,1,2,0,1,0,0,2,0,0,1,3
2282,18707,0,1,292,12,1,12,0,0,0,0,0,0,0,0,0,0,0
2283,18712,0,0,367,26,7,50,0,0,4,1,1,0,3,0,0,0,3
2284,18729,0,1,133,14,2,20,0,1,0,0,0,0,1,0,0,0,1
2285,18734,0,1,284,18,11,72,5,2,1,0,1,0,0,0,0,0,0
2286,18737,0,1,228,10,1,10,0,0,0,0,0,0,0,0,0,0,0
2287,18749,0,0,235,28,1,28,1,0,0,0,0,0,1,0,0,0,1
2288,18751,0,0,347,36,6,54,1,0,4,0,0,0,0,1,0,1,2
2289,18754,0,0,246,26,2,30,1,0,0,0,1,0,0,0,0,0,0
2290,18755,0,1,62,6,2,14,0,0,1,0,0,0,0,0,0,0,0
2291,18834,0,0,216,8,2,14,1,0,0,0,0,0,0,0,0,0,0
2292,18860,1,0,335,4,11,54,4,1,3,0,0,0,0,0,0,1,1
2293,18861,0,1,467,14,12,84,1,2,2,3,3,0,3,0,0,0,3
2294,18865,0,1,53,16,2,20,0,1,0,0,1,0,0,0,0,0,0
2295,18866,0,1,162,32,1,32,0,0,0,0,0,0,0,0,0,0,0
2296,18867,0,1,278,16,10,48,2,0,3,2,1,0,2,0,0,0,2
2297,18876,0,1,290,12,4,34,2,1,0,0,0,1,0,0,0,0,1
2298,18887,0,1,321,16,7,38,1,2,1,1,0,0,1,0,0,0,1
2299,18890,0,1,310,16,1,16,0,0,0,1,0,1,0,0,0,0,1
2300,18897,0,1,328,10,2,12,0,0,0,0,0,0,0,1,0,0,1
2301,18909,0,1,170,8,4,22,1,0,1,1,0,0,1,0,0,0,1
2302,18912,0,1,195,8,6,42,2,0,0,0,0,0,0,0,0,0,0
2303,18918,0,1,211,4,1,4,0,0,0,0,0,0,1,0,0,0,1
2304,18922,0,0,364,16,8,58,2,1,2,1,0,0,0,0,0,0,0
2305,18961,0,1,445,12,12,56,3,1,5,0,0,0,0,0,0,1,1
2306,18962,0,0,258,8,1,8,0,0,0,0,0,0,0,0,0,0,0
2307,18968,0,0,264,10,2,18,1,0,0,0,0,0,2,0,0,0,2
2308,18977,0,1,175,6,2,14,1,0,0,0,0,0,0,0,0,0,0
2309,18978,0,0,171,32,7,72,2,1,1,0,0,0,0,0,0,0,0
2310,18984,0,1,456,16,11,78,2,0,2,4,1,2,0,0,0,0,2
2311,18985,0,1,168,16,2,18,0,1,1,0,0,2,0,0,0,0,2
2312,18989,0,1,257,10,2,14,0,0,1,0,0,0,0,1,0,0,1
2313,18992,0,0,161,2,8,18,2,0,2,0,0,0,0,0,0,0,0
2314,18994,0,0,85,10,1,10,0,0,0,0,0,0,0,1,0,0,1
2315,19002,0,1,323,4,2,8,0,0,0,0,0,0,3,0,0,0,3
2316,19014,0,0,223,16,1,16,0,0,1,0,0,0,0,0,0,0,0
2317,19015,1,1,197,20,12,48,4,2,4,0,0,0,1,0,1,0,2
2318,19016,0,0,161,14,1,14,0,1,0,0,0,1,0,0,0,0,1
2319,19026,0,1,70,32,1,32,0,0,0,1,0,0,0,0,0,0,0
2320,19029,0,1,318,18,2,20,1,0,0,0,0,0,1,0,0,0,1
2321,19039,0,1,241,18,1,18,0,0,0,0,0,0,0,0,0,0,0
2322,19076,0,1,307,4,2,8,0,0,0,0,0,0,0,0,0,0,0
2323,19078,0,1,250,28,2,32,0,0,0,0,0,0,1,0,0,0,1
2324,19079,0,1,87,6,3,18,0,0,1,0,0,0,0,0,0,0,0
